 ,DocumentNo,LineNo,Type,No,LocationCode,PostingGroup,ShipmentDate,Description,Description2,UnitofMeasure,Quantity,UnitPrice,UnitCostLCY,VAT,LineDiscount,LineDiscountAmount,Amount,AmountIncludingVAT,AllowInvoiceDisc,GrossWeight,NetWeight,UnitsperParcel,UnitVolume,AppltoItemEntry,ShortcutDimension1Code,ShortcutDimension2Code,CustomerPriceGroup,JobNo,WorkTypeCode,ShipmentNo,ShipmentLineNo,OrderNo,OrderLineNo,BilltoCustomerNo,InvDiscountAmount,DropShipment,GenBusPostingGroup,GenProdPostingGroup,VATCalculationType,TransactionType,TransportMethod,AttachedtoLineNo,ExitPoint,Area,TransactionSpecification,TaxCategory,TaxAreaCode,TaxLiable,TaxGroupCode,VATClauseCode,VATBusPostingGroup,VATProdPostingGroup,BlanketOrderNo,BlanketOrderLineNo,VATBaseAmount,UnitCost,SystemCreatedEntry,LineAmount,VATDifference,VATIdentifier,ICPartnerRefType,ICPartnerReference,PrepaymentLine,ICPartnerCode,PostingDate,ICItemReferenceNo,PmtDiscountAmount,LineDiscountCalculation,DimensionSetID,JobTaskNo,JobContractEntryNo,DeferralCode,AllocationAccountNo,VariantCode,BinCode,QtyperUnitofMeasure,UnitofMeasureCode,QuantityBase,FAPostingDate,DepreciationBookCode,DepruntilFAPostingDate,DuplicateinDepreciationBook,UseDuplicationList,ResponsibilityCenter,ItemCategoryCode,Nonstock,PurchasingCode,ItemReferenceNo,ItemReferenceUnitofMeasure,ItemReferenceType,ItemReferenceTypeNo,ApplfromItemEntry,ReturnReasonCode,PriceCalculationMethod,AllowLineDisc,CustomerDiscGroup,Pricedescription,GSTPlaceofSupply,GSTGroupCode,GSTGroupType,HSNSACCode,GSTJurisdictionType,InvoiceType,Exempted,GSTRoundingLine,GSTOnAssessableValue,GSTAssessableValueLCY,NonGSTLine,PriceExclusiveofTax,GSTCredit,UnitPriceInclofTax,TotalUPITAmount,FOC,GSTCustomerType,ChargeGroupCode,ChargeGroupLineNo,TCSNatureofCollection,AssesseeCode,Remark,VariantName,PLNo,ModelNo,SystemCreatedAt,SystemCreatedBy,SystemId,SystemModifiedAt,SystemModifiedBy
,SINV25-00016,10000, ,,,,0001-01-01,Shipment No. DS25-00004:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T05:35:23.737Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,c1195abb-7c0f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:55.167Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00016,20000,Item,FGSM00005,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 520 WP MONO HALF CUT DCR,,NUMBERS,56,11960,9523.71077,0,0,0,669760,669760,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00004,10000,SO25-00001,10000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,669760,9523.71077,FALSE,669760,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,56,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL520MP144,2025-04-02T05:35:27.527Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,f2195abb-7c0f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:55.167Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00017,10000, ,,,,0001-01-01,Shipment No. DS25-00005:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T05:47:36.417Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,40b44296-7f0f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:55.47Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00017,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00005,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T05:47:50.173Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,71b44296-7f0f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:55.47Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00018,10000, ,,,,0001-01-01,Shipment No. DS25-00006:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T06:45:31.173Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,a2a89d42-870f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:56.537Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00018,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00006,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T06:45:45.2Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,d3a89d42-870f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:56.54Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00019,10000, ,,,,0001-01-01,Shipment No. DS25-00007:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T07:10:30.62Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,1e850207-890f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:57.89Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00019,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00007,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T07:10:44.91Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,4f850207-890f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:57.89Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000252,SINV25-00020,10000,Item,FACIT00134,SCRAP,SCRAP,04-02-2025,ALUMINIUM SCRAP,,KILOGRAMS,7930,218.95,0,0,0,0,1736273.5,1736273.5,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000252,0,FALSE,NATIONAL,SCRAP,Normal VAT,,,0,,,,,,FALSE,,,,,,0,1736273.5,0,FALSE,1736273.5,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,KGS,7930,0001-01-01,,FALSE,,FALSE,,FACTRY-ITM,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-18%,Goods,76020010,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,SCRAP,F,,,0,,2025-04-02T11:00:44.187Z,6b7347eb-6078-49b8-8a25-db67894c495b,944ffa8a-a40f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:58.903Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00021,10000, ,,FG,,0001-01-01,Shipment No. DS25-00008:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T08:15:37.603Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,01959f55-930f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:58.957Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00021,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00008,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T08:15:49.303Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,32959f55-930f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:58.957Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00022,10000, ,,,,0001-01-01,Shipment No. DS25-00009:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T08:55:30.76Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,622e1110-940f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:59.897Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00022,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00009,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T08:55:43.17Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,932e1110-940f-f011-8b75-0a94ef98bfef,2026-04-06T11:20:59.897Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00023,10000, ,,,,0001-01-01,Shipment No. DS25-00010:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T09:31:01.253Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,996d72ac-9d0f-f011-8b75-0a94ef98bfef,2026-04-06T11:21:00.967Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00023,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00010,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T09:31:14.68Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,ca6d72ac-9d0f-f011-8b75-0a94ef98bfef,2026-04-06T11:21:00.967Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00024,10000, ,,,,0001-01-01,Shipment No. DS25-00011:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T09:38:28.917Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,d18f4730-a00f-f011-8b75-0a94ef98bfef,2026-04-06T11:21:02.37Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00024,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00011,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T09:38:40.203Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,02904730-a00f-f011-8b75-0a94ef98bfef,2026-04-06T11:21:02.37Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00025,10000, ,,,,0001-01-01,Shipment No. DS25-00012:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T11:44:18.69Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,07ac6b70-a60f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:52.903Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00025,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00012,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T11:44:32.213Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,38ac6b70-a60f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:52.903Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00026,10000, ,,,,0001-01-01,Shipment No. DS25-00013:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T11:51:58.65Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,57c4751a-a70f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:53.973Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00026,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00013,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T11:52:11.32Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,88c4751a-a70f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:53.973Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00027,10000, ,,,,0001-01-01,Shipment No. DS25-00014:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T12:06:12.307Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,721e1a2f-a90f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:55.247Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00027,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00014,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T12:06:24.593Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,a31e1a2f-a90f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:55.247Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00028,10000, ,,,,0001-01-01,Shipment No. DS25-00028:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T12:14:16.297Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,d91180f0-a90f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:56.497Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00028,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00028,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T12:14:30.423Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,0a1280f0-a90f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:56.497Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-00029,10000, ,,,,0001-01-01,Shipment No. DS25-00029:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,04-02-2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-04-02T13:38:56.233Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,fac0452b-c70f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:57.803Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000106,SINV25-00029,20000,Item,FGSM00001,FG,FG-SOLAR,04-01-2025,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,12420,9687.83238,0,0,0,2782080,2782080,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-00029,20000,SO25-00001,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2782080,9687.83238,FALSE,2782080,0,1, ,,FALSE,,04-02-2025,,0,None,0,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-12%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2025-04-02T13:39:10.247Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,2bc1452b-c70f-f011-8b75-0a94ef98bfef,2026-04-06T11:18:57.803Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
