 ,DocumentNo,LineNo,Type,No,LocationCode,PostingGroup,ShipmentDate,Description,Description2,UnitofMeasure,Quantity,UnitPrice,UnitCostLCY,VAT,LineDiscount,LineDiscountAmount,Amount,AmountIncludingVAT,AllowInvoiceDisc,GrossWeight,NetWeight,UnitsperParcel,UnitVolume,AppltoItemEntry,ShortcutDimension1Code,ShortcutDimension2Code,CustomerPriceGroup,JobNo,WorkTypeCode,ShipmentNo,ShipmentLineNo,OrderNo,OrderLineNo,BilltoCustomerNo,InvDiscountAmount,DropShipment,GenBusPostingGroup,GenProdPostingGroup,VATCalculationType,TransactionType,TransportMethod,AttachedtoLineNo,ExitPoint,Area,TransactionSpecification,TaxCategory,TaxAreaCode,TaxLiable,TaxGroupCode,VATClauseCode,VATBusPostingGroup,VATProdPostingGroup,BlanketOrderNo,BlanketOrderLineNo,VATBaseAmount,UnitCost,SystemCreatedEntry,LineAmount,VATDifference,VATIdentifier,ICPartnerRefType,ICPartnerReference,PrepaymentLine,ICPartnerCode,PostingDate,ICItemReferenceNo,PmtDiscountAmount,LineDiscountCalculation,DimensionSetID,JobTaskNo,JobContractEntryNo,DeferralCode,AllocationAccountNo,VariantCode,BinCode,QtyperUnitofMeasure,UnitofMeasureCode,QuantityBase,FAPostingDate,DepreciationBookCode,DepruntilFAPostingDate,DuplicateinDepreciationBook,UseDuplicationList,ResponsibilityCenter,ItemCategoryCode,Nonstock,PurchasingCode,ItemReferenceNo,ItemReferenceUnitofMeasure,ItemReferenceType,ItemReferenceTypeNo,ApplfromItemEntry,ReturnReasonCode,PriceCalculationMethod,AllowLineDisc,CustomerDiscGroup,Pricedescription,GSTPlaceofSupply,GSTGroupCode,GSTGroupType,HSNSACCode,GSTJurisdictionType,InvoiceType,Exempted,GSTRoundingLine,GSTOnAssessableValue,GSTAssessableValueLCY,NonGSTLine,PriceExclusiveofTax,GSTCredit,UnitPriceInclofTax,TotalUPITAmount,FOC,GSTCustomerType,ChargeGroupCode,ChargeGroupLineNo,TCSNatureofCollection,AssesseeCode,Remark,VariantName,PLNo,ModelNo,SystemCreatedAt,SystemCreatedBy,SystemId,SystemModifiedAt,SystemModifiedBy
,SINV25-02506,150000, ,,FG,,0001-01-01,Shipment No. DS25-02342:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,9/29/2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-09-29T15:44:34.707Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,e4f159fc-499d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:56.94Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000194,SINV25-02506,160000,Item,FGSM00003,FG,FG-SOLAR,9/28/2025,SOLAR PANEL 540 WP MONO HALF CUT NON DCR,,NUMBERS,1,3500,5307.79721,0,0,0,3500,3500,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02342,20000,SO25-01024,20000,C000194,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,3500,5307.79721,FALSE,3500,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,1,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,OSWAL540MPN144,2025-09-29T15:44:34.757Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,11f259fc-499d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:56.94Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000194,SINV25-02506,170000,Item,FGSM00008,FG,FG-SOLAR,9/28/2025,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,,NUMBERS,1,3500,5263.03175,0,0,0,3500,3500,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02342,80000,SO25-01024,80000,C000194,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,3500,5263.03175,FALSE,3500,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,1,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL TB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,OSWAL550MPN144TB,2025-09-29T15:44:34.87Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,3ff259fc-499d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:56.94Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-02506,180000, ,,FG,,0001-01-01,Shipment No. DS25-02344:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,9/29/2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-09-29T15:44:34.92Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,41f259fc-499d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:56.94Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000194,SINV25-02506,190000,Item,FGSM00092,FG,FG-SOLAR,9/28/2025,SOLAR PANEL R-GRADE MONO HALF CUT NON DCR,,NUMBERS,29,3500,0,0,0,0,101500,101500,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02344,60000,SO25-01024,60000,C000194,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,101500,0,FALSE,101500,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,29,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,,2025-09-29T15:44:35.7Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,6ef259fc-499d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:56.943Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000194,SINV25-02506,200000,Item,FGSM00093,FG,FG-SOLAR,9/28/2025,SOLAR PANEL R-GRADE MONO HALF CUT NON DCR BIFACIAL,,NUMBERS,13,3500,0,0,0,0,45500,45500,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02344,70000,SO25-01024,70000,C000194,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,45500,0,FALSE,45500,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,13,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL TB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,,2025-09-29T15:44:36.113Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,b8f259fc-499d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:56.943Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-02507,10000, ,,FG,,0001-01-01,Shipment No. DS25-02345:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,9/29/2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-09-29T16:09:42.947Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,a7a92c83-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:58.47Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000066,SINV25-02507,20000,Item,FGSM00012,FG,FG-SOLAR,9/29/2025,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,,NUMBERS,196,12650,5964.35,0,0,0,2479400,2479400,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02345,10000,SO25-01033,10000,C000066,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,2479400,5964.35,FALSE,2479400,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,196,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL TB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,OSWAL550MP144TB,2025-09-29T16:09:52.177Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,d4a92c83-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:58.47Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-02508,10000, ,,FG,,0001-01-01,Shipment No. DS25-02347:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,9/29/2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-09-29T16:13:16.947Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,461811dd-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:59.95Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000066,SINV25-02508,20000,Item,FGSM00008,FG,FG-SOLAR,9/29/2025,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,,NUMBERS,30,5500,5263.03175,0,0,0,165000,165000,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02347,10000,SO25-01034,10000,C000066,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,165000,5263.03175,FALSE,165000,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,30,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL TB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,OSWAL550MPN144TB,2025-09-29T16:13:18.477Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,731811dd-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:59.95Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-02508,30000, ,,FG,,0001-01-01,Shipment No. DS25-02348:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,9/29/2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-09-29T16:13:18.537Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,921811dd-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:59.95Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000066,SINV25-02508,40000,Item,FGSM00008,FG,FG-SOLAR,9/29/2025,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,,NUMBERS,15,5500,5263.03175,0,0,0,82500,82500,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02348,10000,SO25-01034,10000,C000066,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,82500,5263.03175,FALSE,82500,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,15,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL TB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,OSWAL550MPN144TB,2025-09-29T16:13:19.28Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,c01811dd-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:59.953Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-02508,50000, ,,FG,,0001-01-01,Shipment No. DS25-02349:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,9/29/2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-09-29T16:13:19.343Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,d01811dd-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:59.953Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000066,SINV25-02508,60000,Item,FGSM00008,FG,FG-SOLAR,9/29/2025,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,,NUMBERS,11,5500,5263.03175,0,0,0,60500,60500,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02349,10000,SO25-01034,10000,C000066,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,60500,5263.03175,FALSE,60500,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,11,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL TB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,OSWAL550MPN144TB,2025-09-29T16:13:19.863Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,fd1811dd-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:13:59.953Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-02509,10000, ,,FG,,0001-01-01,Shipment No. DS25-02346:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,9/29/2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-09-29T16:14:00.94Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,24dafbbf-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:00.48Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000456,SINV25-02509,20000,Item,FGSM00008,FG,FG-SOLAR,9/29/2025,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,,NUMBERS,196,6875,5263.03175,0,0,0,1347500,1347500,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02346,10000,SO25-01035,10000,C000456,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,1347500,5263.03175,FALSE,1347500,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,196,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL TB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,OSWAL550MPN144TB,2025-09-29T16:14:10.48Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,51dafbbf-4e9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:00.48Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
,SINV25-02510,10000, ,,,,0001-01-01,Shipment No. DS25-02350:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,9/29/2025,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2025-09-29T16:16:17.203Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,5f7f1f77-4f9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.143Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000191,SINV25-02510,20000,Item,FGSM00019,MAIN STORE,FG-SOLAR,9/29/2025,SOLAR ON GRID TIE INVERTER 3.4 KW SINGLE MPPT 1 STR-1PH,,NUMBERS,25,15556,13130,0,0,0,388900,388900,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-02350,10000,SO25-01032,10000,C000191,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,388900,13130,FALSE,388900,0,1, ,,FALSE,,9/29/2025,,0,None,0,,0,,,BRD-00059,,1,NOS,25,0001-01-01,,FALSE,,FALSE,,ON GRID INVERTER,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85044090,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,OSS-341SP,2025-09-29T16:16:18.353Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,8c7f1f77-4f9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.143Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000422,SINV25-02511,10000,Item,ADVRT00017,MAIN STORE,ADVRTISMNT,9/30/2025,PAPER BAG ,,NUMBERS,20,29,21.2,0,100,580,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000422,0,FALSE,NATIONAL,ADVRTISMNT,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,21.2,FALSE,0,0,1, ,,FALSE,,9/30/2025,,0,None,0,,0,,,,,1,NOS,20,0001-01-01,,FALSE,,FALSE,,ADVRTISMNT,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-18%,Goods,48211020,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,F,,,0,,2025-09-30T07:11:58.363Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,1a201018-cb9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.253Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000422,SINV25-02511,20000,Item,ADVRT00011,MAIN STORE,ADVRTISMNT,9/30/2025,WRITING PAD ,,NUMBERS,25,11,9.85,0,100,275,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000422,0,FALSE,NATIONAL,ADVRTISMNT,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,9.85,FALSE,0,0,1, ,,FALSE,,9/30/2025,,0,None,0,,0,,,,,1,NOS,25,0001-01-01,,FALSE,,FALSE,,ADVRTISMNT,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,25083090,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,F,,,0,,2025-09-30T07:11:58.717Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,850b8c1e-cb9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.253Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000422,SINV25-02511,30000,Item,ADVRT00010,MAIN STORE,ADVRTISMNT,9/30/2025,KEY RING ,,NUMBERS,20,5.8,4.4,0,100,116,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000422,0,FALSE,NATIONAL,ADVRTISMNT,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,4.4,FALSE,0,0,1, ,,FALSE,,9/30/2025,,0,None,0,,0,,,,,1,NOS,20,0001-01-01,,FALSE,,FALSE,,ADVRTISMNT,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-18%,Goods,39269039,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,F,,,0,,2025-09-30T07:11:58.857Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,5c30ef2d-cb9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.253Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000422,SINV25-02511,40000,Item,ADVRT00018,MAIN STORE,ADVRTISMNT,9/30/2025,T-SHIRT SOLAR ,,NUMBERS,25,125,113.81,0,100,3125,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000422,0,FALSE,NATIONAL,ADVRTISMNT,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,113.81,FALSE,0,0,1, ,,FALSE,,9/30/2025,,0,None,0,,0,,,,,1,NOS,25,0001-01-01,,FALSE,,FALSE,,ADVRTISMNT,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,61169990,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,F,,,0,,2025-09-30T07:11:59.037Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,fae44a3f-cb9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.253Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000422,SINV25-02511,50000,Item,ADVRT00013,MAIN STORE,ADVRTISMNT,9/30/2025,CAP ,,NUMBERS,25,35,25,0,100,875,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000422,0,FALSE,NATIONAL,ADVRTISMNT,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,25,FALSE,0,0,1, ,,FALSE,,9/30/2025,,0,None,0,,0,,,,,1,NOS,25,0001-01-01,,FALSE,,FALSE,,ADVRTISMNT,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,25083090,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,F,,,0,,2025-09-30T07:11:59.193Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,ffe44a3f-cb9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.257Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000422,SINV25-02511,60000,Item,ADVRT00014,MAIN STORE,ADVRTISMNT,9/30/2025,PEN ,,NUMBERS,100,3.6,3.475,0,100,360,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000422,0,FALSE,NATIONAL,ADVRTISMNT,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,3.475,FALSE,0,0,1, ,,FALSE,,9/30/2025,,0,None,0,,0,,,,,1,NOS,100,0001-01-01,,FALSE,,FALSE,,ADVRTISMNT,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-18%,Goods,96121090,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,F,,,0,,2025-09-30T07:11:59.333Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,30ca8d45-cb9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.257Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000422,SINV25-02511,70000,Item,ADVRT00006,MAIN STORE,ADVRTISMNT,9/30/2025,DAIRY SET ,,NUMBERS,10,130,91.4,0,100,1300,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000422,0,FALSE,NATIONAL,ADVRTISMNT,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,91.4,FALSE,0,0,1, ,,FALSE,,9/30/2025,,0,None,0,,0,,,,,1,NOS,10,0001-01-01,,FALSE,,FALSE,,ADVRTISMNT,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-18%,Goods,48211020,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,F,,,0,,2025-09-30T07:11:59.467Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,745de04b-cb9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.257Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
C000422,SINV25-02511,80000,Item,ADVRT00009,MAIN STORE,ADVRTISMNT,9/30/2025,TEA COASTER ,,NUMBERS,10,55,27.12,0,100,550,0,0,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000422,0,FALSE,NATIONAL,ADVRTISMNT,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,27.12,FALSE,0,0,1, ,,FALSE,,9/30/2025,,0,None,0,,0,,,,,1,NOS,10,0001-01-01,,FALSE,,FALSE,,ADVRTISMNT,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-18%,Goods,96121090,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,F,,,0,,2025-09-30T07:11:59.593Z,b17d676c-55f9-4ada-bdcc-a9d727081c82,b193ed51-cb9d-f011-8b92-0a94ef98bfef,2026-03-26T07:14:02.257Z,48a090f2-2dc7-40de-9c37-0302e188c9cc
